"genes","value","phenotype","symbol"
"ENSG00000196396",0.876007309610315,"TN","PTPN1"
"ENSG00000166986",0.875958857097642,"TN","MARS1"
"ENSG00000173947",0.872624820411397,"TN","PIFO"
"ENSG00000163959",0.872338899044817,"TN","SLC51A"
"ENSG00000116688",0.87225215167306,"TN","MFN2"
"ENSG00000148337",0.872016701814607,"TN","CIZ1"
"ENSG00000119771",0.871946241643389,"TN","KLHL29"
"ENSG00000092847",0.871206191604726,"TN","AGO1"
"ENSG00000169032",0.870779413407323,"TN","MAP2K1"
"ENSG00000290567",0.870312203148849,"TN","ATP8B5P"
"ENSG00000160299",0.870065832832155,"TN","PCNT"
"ENSG00000120656",0.869724366573785,"TN","TAF12"
"ENSG00000165695",0.869655833868324,"TN","AK8"
"ENSG00000173065",0.868688271753726,"TN","FAM222B"
"ENSG00000107829",0.868628391494324,"LumB","FBXW4"
"ENSG00000154122",0.868150750622885,"TN","ANKH"
"ENSG00000138376",0.867105669842977,"TN","BARD1"
"ENSG00000171222",0.866185263295977,"TN","SCAND1"
"ENSG00000145920",0.865090474337692,"TN","CPLX2"
"ENSG00000182831",0.865057894922437,"LumB","HAPSTR1"
"ENSG00000138600",0.864741602970749,"TN","SPPL2A"
"ENSG00000109944",0.864521263037464,"TN","JHY"
"ENSG00000196998",0.863940155445398,"TN","WDR45"
"ENSG00000025796",0.863653735309967,"TN","SEC63"
"ENSG00000171476",0.863598248662888,"TN","HOPX"
"ENSG00000163576",0.863309469151278,"TN","EFHB"
"ENSG00000134160",0.862789175321701,"TN","TRPM1"
"ENSG00000137818",0.862269803018494,"LumB","RPLP1"
"ENSG00000156482",0.861759717307199,"TN","RPL30"
"ENSG00000135111",0.861503744346795,"TN","TBX3"
"ENSG00000134247",0.86132038959682,"TN","PTGFRN"
"ENSG00000112276",0.86121724090945,"TN","BVES"
"ENSG00000150873",0.860475665874677,"TN","C2orf50"
"ENSG00000197837",0.860290344731857,"LumB","H4C16"
"ENSG00000004897",0.860206207184723,"TN","CDC27"
"ENSG00000100784",0.859447952400514,"TN","RPS6KA5"
"ENSG00000162461",0.858780303268386,"TN","SLC25A34"
"ENSG00000163399",0.857637012337165,"TN","ATP1A1"
"ENSG00000130675",0.857048918294565,"TN","MNX1"
"ENSG00000160055",0.856675891993409,"TN","TMEM234"
"ENSG00000113163",0.855997729638247,"HER2","CERT1"
"ENSG00000105135",0.855574974138805,"TN","ILVBL"
"ENSG00000164488",0.855198975264856,"TN","DACT2"
"ENSG00000155189",0.854931637067854,"TN","AGPAT5"
"ENSG00000270362",0.853098693134884,"TN","HMGN3-AS1"
"ENSG00000010671",0.852974578816909,"TN","BTK"
"ENSG00000094975",0.851902112191838,"TN","SUCO"
"ENSG00000075340",0.85107529311334,"TN","ADD2"
"ENSG00000071889",0.85099720757163,"TN","FAM3A"
"ENSG00000147140",0.850362658393686,"TN","NONO"
"ENSG00000154114",0.849453721836107,"TN","TBCEL"
"ENSG00000061337",0.847033568397401,"TN","LZTS1"
"ENSG00000132522",0.846807401300447,"TN","GPS2"
"ENSG00000166170",0.846799785166964,"TN","BAG5"
"ENSG00000112137",0.846758797382197,"TN","PHACTR1"
"ENSG00000119711",0.846353425132015,"TN","ALDH6A1"
"ENSG00000100146",0.845806341109097,"TN","SOX10"
"ENSG00000071246",0.845493768640724,"TN","VASH1"
"ENSG00000075151",0.845420001709029,"TN","EIF4G3"
"ENSG00000184608",0.845357232796961,"TN","FAM167A-AS1"
"ENSG00000012048",0.844782697670694,"TN","BRCA1"
"ENSG00000142396",0.844578329275495,"LumB","ERVK3-1"
"ENSG00000170381",0.842266500254379,"TN","SEMA3E"
"ENSG00000103932",0.842212986516422,"TN","RPAP1"
"ENSG00000120055",0.841455709532103,"TN","C10orf95"
"ENSG00000198822",0.83969503212158,"TN","GRM3"
"ENSG00000188785",0.837625584350035,"TN","ZNF548"
"ENSG00000113161",0.837623691242861,"TN","HMGCR"
"ENSG00000166856",0.837515095051508,"TN","GPR182"
"ENSG00000239523",0.833162841330034,"TN","MYLK-AS1"
"ENSG00000170873",0.832885451661992,"TN","MTSS1"
"ENSG00000107897",0.832805567281173,"LumB","ACBD5"
"ENSG00000176209",0.832741803281306,"TN","SMIM19"
"ENSG00000211456",0.832365979406465,"TN","SACM1L"
"ENSG00000174501",0.832101803327492,"TN","ANKRD36C"
"ENSG00000162076",0.831091787959087,"HER2","FLYWCH2"
"ENSG00000126456",0.830241896060992,"TN","IRF3"
"ENSG00000102452",0.829534354219418,"TN","NALCN"
"ENSG00000163075",0.829323631129113,"TN","CFAP221"
"ENSG00000084731",0.828628151674261,"TN","KIF3C"
"ENSG00000130227",0.826497187494229,"LumB","XPO7"
"ENSG00000135253",0.824237797960763,"TN","KCP"
"ENSG00000084623",0.824014075719982,"TN","EIF3I"
"ENSG00000136450",0.823539467268293,"TN","SRSF1"
"ENSG00000249550",0.823351875677971,"LumB","LINC01234"
"ENSG00000172803",0.822693253212172,"TN","SNX32"
"ENSG00000240135",0.821376071501115,"LumB","PSMD12P1"
"ENSG00000183747",0.820833647594307,"LumB","ACSM2A"
"ENSG00000167103",0.820448770326281,"LumB","PIP5KL1"
"ENSG00000113580",0.820388552191259,"TN","NR3C1"
"ENSG00000156711",0.81973778496826,"TN","MAPK13"
"ENSG00000185052",0.819423870060271,"TN","SLC24A3"
"ENSG00000116809",0.819410235341697,"TN","ZBTB17"
"ENSG00000137474",0.819337427489702,"TN","MYO7A"
"ENSG00000167778",0.817687161377401,"TN","SPRYD3"
"ENSG00000119314",0.817617934195578,"TN","PTBP3"
"ENSG00000140836",0.817375172769541,"TN","ZFHX3"
"ENSG00000011332",0.817042536733027,"TN","DPF1"
"ENSG00000153558",0.816839460795999,"TN","FBXL2"
"ENSG00000092200",0.816641378735689,"TN","RPGRIP1"
"ENSG00000203799",0.815222788653081,"TN","CCDC162P"
"ENSG00000137135",0.81227363868254,"TN","ARHGEF39"
"ENSG00000235560",0.809549474578497,"TN","ZNF747-DT"
"ENSG00000108511",0.809390984348324,"TN","HOXB6"
"ENSG00000103202",0.809308237478673,"TN","NME4"
"ENSG00000288558",0.808760330457064,"LumB","DUS4L-BCAP29"
"ENSG00000169446",0.808579047819871,"TN","MMGT1"
"ENSG00000197576",0.805097939336535,"LumB","HOXA4"
"ENSG00000171992",0.804894252744624,"TN","SYNPO"
"ENSG00000259224",0.803267217792448,"TN","SLC35G6"
"ENSG00000137413",0.803215877083359,"LumB","TAF8"
"ENSG00000141026",0.802175714077348,"TN","MED9"
"ENSG00000135090",0.801968048603498,"TN","TAOK3"
"ENSG00000176463",0.801012654842949,"TN","SLCO3A1"
"ENSG00000247828",0.799998102486219,"TN","TMEM161B-DT"
"ENSG00000204314",0.799418970236073,"TN","PRRT1"
"ENSG00000227507",0.799350139008032,"LumB","LTB"
"ENSG00000185909",0.799144361806614,"TN","KLHDC8B"
"ENSG00000246859",0.796110513716102,"TN","STARD4-AS1"
"ENSG00000150361",0.796104577791432,"HER2","KLHL1"
"ENSG00000173230",0.796021041000575,"LumB","GOLGB1"
"ENSG00000068878",0.795895759651878,"TN","PSME4"
"ENSG00000283813",0.795301360418003,"TN","MIR4485"
"ENSG00000172046",0.794790119748488,"TN","USP19"
"ENSG00000164855",0.794070378943683,"LumB","TMEM184A"
"ENSG00000128829",0.793824725909451,"LumB","EIF2AK4"
"ENSG00000168214",0.793588709278045,"TN","RBPJ"
"ENSG00000165837",0.792878237812806,"TN","ERICH6B"
"ENSG00000198964",0.792036354913155,"LumB","SGMS1"
"ENSG00000154065",0.791991171710093,"TN","ANKRD29"
"ENSG00000285043",0.791263701296672,"TN","LOC112694756"
"ENSG00000161249",0.790181962807354,"TN","DMKN"
"ENSG00000278311",0.790164430541335,"TN","GGNBP2"
"ENSG00000129128",0.788090719266563,"TN","SPCS3"
"ENSG00000156508",0.787291801432783,"TN","EEF1A1"
"ENSG00000106603",0.787272069167805,"TN","COA1"
"ENSG00000182054",0.786674024077303,"TN","IDH2"
"ENSG00000145703",0.785365618638846,"TN","IQGAP2"
"ENSG00000170421",0.785270621537948,"TN","KRT8"
"ENSG00000102554",0.783737452262019,"HER2","KLF5"
"ENSG00000129292",0.782661122210208,"TN","PHF20L1"
"ENSG00000107185",0.78255639044248,"TN","RGP1"
"ENSG00000172575",0.782303369443371,"TN","RASGRP1"
"ENSG00000133858",0.781618952798382,"HER2","ZFC3H1"
"ENSG00000063046",0.781503912197555,"TN","EIF4B"
"ENSG00000145332",0.781316619968727,"TN","KLHL8"
"ENSG00000248323",0.781028589467822,"TN","LUCAT1"
"ENSG00000182149",0.778606810877589,"LumB","IST1"
"ENSG00000143126",0.77851425901607,"TN","CELSR2"
"ENSG00000196628",0.7780948132428,"TN","TCF4"
"ENSG00000198646",0.778056653237913,"TN","NCOA6"
"ENSG00000104903",0.777912312797589,"LumB","LYL1"
"ENSG00000174521",0.775867030289216,"LumB","TTC9B"
"ENSG00000249695",0.774425251901799,"TN","LOC574538"
"ENSG00000136044",0.773583229305947,"TN","APPL2"
"ENSG00000105223",0.773545743372597,"TN","PLD3"
"ENSG00000070961",0.772986041228276,"TN","ATP2B1"
"ENSG00000278771",0.768387715319261,"TN","RN7SL3"
"ENSG00000160679",0.767721235882062,"TN","CHTOP"
"ENSG00000266094",0.766438543370874,"LumB","RASSF5"
"ENSG00000235865",0.76443452637734,"LumB","GSN-AS1"
"ENSG00000288062",0.764222344659542,"TN","LOC101929748"
"ENSG00000163933",0.762195428689934,"TN","RFT1"
"ENSG00000148429",0.760582960926206,"TN","USP6NL"
"ENSG00000035403",0.758298480426659,"TN","VCL"
"ENSG00000260083",0.755077148346622,"TN","MIR762HG"
"ENSG00000107341",0.754989989416547,"LumB","UBE2R2"
"ENSG00000112851",0.754508843035232,"LumB","ERBIN"
"ENSG00000147403",0.753860322927953,"TN","RPL10"
"ENSG00000179889",0.753351200065272,"LumB","PDXDC1"
"ENSG00000167323",0.753109566349562,"TN","STIM1"
"ENSG00000123154",0.750817840531587,"TN","WDR83"
"ENSG00000213906",0.748992089744972,"LumB","LTB4R2"
"ENSG00000136732",0.747365733844277,"LumB","GYPC"
"ENSG00000224743",0.746124147085097,"LumB","TEX26-AS1"
"ENSG00000205268",0.745995155075309,"TN","PDE7A"
"ENSG00000176393",0.743889090685106,"TN","RNPEP"
"ENSG00000167202",0.74279155071684,"TN","TBC1D2B"
"ENSG00000181222",0.742743556100219,"TN","POLR2A"
"ENSG00000075234",0.741841120974148,"LumB","TTC38"
"ENSG00000130517",0.741692167085288,"LumB","PGPEP1"
"ENSG00000197226",0.739622077819881,"TN","TBC1D9B"
"ENSG00000109689",0.739595935770121,"LumB","STIM2"
"ENSG00000005100",0.738308621358161,"TN","DHX33"
"ENSG00000247950",0.73815963896859,"TN","SEC24B-AS1"
"ENSG00000135503",0.735366613116045,"LumB","ACVR1B"
"ENSG00000092203",0.734415103415571,"TN","TOX4"
"ENSG00000144655",0.73408419173466,"LumB","CSRNP1"
"ENSG00000064787",0.732631962667442,"TN","BCAS1"
"ENSG00000067177",0.732117631653847,"TN","PHKA1"
"ENSG00000143756",0.73208892882214,"TN","FBXO28"
"ENSG00000165443",0.730423875445802,"TN","PHYHIPL"
"ENSG00000039123",0.730203973410353,"TN","MTREX"
"ENSG00000108175",0.727422543475554,"TN","ZMIZ1"
"ENSG00000162746",0.726638966925555,"LumB","FCRLB"
"ENSG00000164051",0.726252049070797,"TN","CCDC51"
"ENSG00000007171",0.726119718218971,"TN","NOS2"
"ENSG00000111790",0.72295980116978,"HER2","FGFR1OP2"
"ENSG00000186591",0.72284171804822,"LumB","UBE2H"
"ENSG00000088726",0.722610294815998,"LumB","TMEM40"
"ENSG00000204217",0.722570583892092,"TN","BMPR2"
"ENSG00000124126",0.722554863378011,"TN","PREX1"
"ENSG00000196092",0.721569598732992,"TN","PAX5"
"ENSG00000070731",0.721043506567284,"TN","ST6GALNAC2"
"ENSG00000228474",0.720992137528811,"TN","OST4"
"ENSG00000177410",0.719553685848272,"TN","ZFAS1"
"ENSG00000163684",0.719244933054948,"TN","RPP14"
"ENSG00000083642",0.718626157372211,"TN","PDS5B"
"ENSG00000198363",0.718403749490606,"TN","ASPH"
"ENSG00000047849",0.718354212442006,"LumB","MAP4"
"ENSG00000205784",0.718271661435198,"LumB","ARRDC5"
"ENSG00000135119",0.715753922372133,"TN","RNFT2"
"ENSG00000101439",0.713272857625238,"LumB","CST3"
"ENSG00000155366",0.712539610377754,"LumB","RHOC"
"ENSG00000198513",0.711143775696915,"TN","ATL1"
"ENSG00000140297",0.710970206105592,"TN","GCNT3"
"ENSG00000148408",0.71061898061088,"TN","CACNA1B"
"ENSG00000167553",0.70905995670586,"TN","TUBA1C"
"ENSG00000265485",0.70901157569804,"TN","LINC01915"
"ENSG00000100614",0.708382542391448,"LumB","PPM1A"
"ENSG00000277775",0.706142968759691,"LumB","H3C7"
"ENSG00000115504",0.70314152112357,"TN","EHBP1"
"ENSG00000137073",0.702849824014752,"TN","UBAP2"
"ENSG00000105254",0.701599348383332,"TN","TBCB"
"ENSG00000135679",0.700887420164815,"TN","MDM2"
"ENSG00000154727",0.700613537888209,"LumB","GABPA"
"ENSG00000107611",0.699726726120121,"TN","CUBN"
"ENSG00000075624",0.698835157405393,"TN","ACTB"
"ENSG00000178096",0.698367635095913,"TN","BOLA1"
"ENSG00000086504",0.697471903390467,"LumB","MRPL28"
"ENSG00000074356",0.69740466570968,"LumB","NCBP3"
"ENSG00000206262",0.697072462735323,"LumB","FOXL2NB"
"ENSG00000165406",0.696858822347,"LumB","MARCHF8"
"ENSG00000236915",0.694901486478187,"LumB","CLCA4-AS1"
"ENSG00000134571",0.693773921923741,"LumB","MYBPC3"
"ENSG00000177459",0.692738717331828,"TN","ERICH5"
"ENSG00000164300",0.692531902098017,"LumB","SERINC5"
"ENSG00000149743",0.691659007069843,"TN","TRPT1"
"ENSG00000110911",0.690989192687191,"TN","SLC11A2"
"ENSG00000162300",0.690894827349069,"TN","ZFPL1"
"ENSG00000150867",0.690849308915859,"TN","PIP4K2A"
"ENSG00000135775",0.690514918851917,"TN","COG2"
"ENSG00000146776",0.689853914018463,"TN","ATXN7L1"
"ENSG00000143921",0.689549596191496,"LumB","ABCG8"
"ENSG00000122026",0.687868216751482,"HER2","RPL21"
"ENSG00000210151",0.68771618876899,"LumB","MIR12136"
"ENSG00000131381",0.68701865341444,"TN","RBSN"
"ENSG00000038358",0.685309337435496,"LumB","EDC4"
"ENSG00000188883",0.684124210166941,"TN","KLRG2"
"ENSG00000131469",0.683198205038118,"TN","RPL27"
"ENSG00000086189",0.682826094431102,"TN","DIMT1"
"ENSG00000168883",0.681665723339705,"TN","USP39"
"ENSG00000087116",0.681272875765095,"TN","ADAMTS2"
"ENSG00000145741",0.681063351117247,"TN","BTF3"
"ENSG00000135472",0.68014610109722,"LumB","FAIM2"
"ENSG00000119812",0.680034863156526,"TN","FAM98A"
"ENSG00000248098",0.678885587697784,"TN","BCKDHA"
"ENSG00000148300",0.678649135392481,"TN","REXO4"
"ENSG00000113319",0.676360079261512,"TN","RASGRF2"
"ENSG00000133112",0.675740050199862,"LumB","TPT1"
"ENSG00000005238",0.674967149503852,"TN","ATOSB"
"ENSG00000147533",0.674484638524237,"HER2","GOLGA7"
"ENSG00000198730",0.674032399402928,"TN","CTR9"
"ENSG00000181619",0.673866641290121,"TN","GPR135"
"ENSG00000108100",0.673683137956393,"TN","CCNY"
"ENSG00000169894",0.673289705659693,"TN","MUC3A"
"ENSG00000230368",0.672330835067331,"TN","FAM41C"
"ENSG00000125378",0.671475537746435,"TN","BMP4"
"ENSG00000136319",0.668671836955532,"LumB","TTC5"
"ENSG00000134490",0.668446594334601,"TN","TMEM241"
"ENSG00000139433",0.666945946984581,"HER2","GLTP"
"ENSG00000103942",0.665210624665332,"TN","HOMER2"
"ENSG00000167863",0.664950322016242,"TN","ATP5PD"
"ENSG00000163545",0.664516893369624,"TN","NUAK2"
"ENSG00000138029",0.663112858846236,"LumB","HADHB"
"ENSG00000261796",0.662991401697132,"TN","ISY1-RAB43"
"ENSG00000177369",0.662430920862102,"LumB","FLJ40194"
"ENSG00000008405",0.66100332876596,"TN","CRY1"
"ENSG00000152409",0.659736530864098,"TN","JMY"
"ENSG00000124120",0.659405890468365,"TN","TTPAL"
"ENSG00000255693",0.659317063668095,"TN","LINC02389"
"ENSG00000124788",0.656599862636999,"TN","ATXN1"
"ENSG00000101608",0.655873698611387,"TN","MYL12A"
"ENSG00000110171",0.655309384032809,"TN","TRIM3"
"ENSG00000232160",0.655149313063718,"TN","RAP2C-AS1"
"ENSG00000198453",0.654647874785013,"TN","ZNF568"
"ENSG00000160131",0.653776862842023,"LumB","VMA21"
"ENSG00000149489",0.653682489969329,"TN","ROM1"
"ENSG00000184083",0.653574801354538,"HER2","FAM120C"
"ENSG00000137331",0.653040015172083,"LumB","IER3"
"ENSG00000266086",0.652945465403931,"TN","SRSF1"
"ENSG00000147443",0.652847254250974,"TN","DOK2"
"ENSG00000251562",0.65252136858796,"TN","MALAT1"
"ENSG00000172264",0.652063000969102,"TN","MACROD2"
"ENSG00000182718",0.64997921743236,"TN","ANXA2"
"ENSG00000148719",0.64994774219213,"TN","DNAJB12"
"ENSG00000110011",0.64929178645537,"TN","DNAJC4"
"ENSG00000205899",0.646667555206604,"TN","BHLHA9"
"ENSG00000104904",0.645764509921238,"LumB","OAZ1"
"ENSG00000246777",0.644232034110357,"TN","DYNC1LI2-DT"
"ENSG00000140525",0.643429697588332,"TN","FANCI"
"ENSG00000174175",0.643413356342113,"TN","SELP"
"ENSG00000113119",0.643230250558145,"TN","TMCO6"
"ENSG00000171004",0.641766137059079,"LumB","HS6ST2"
"ENSG00000140988",0.641761106209356,"TN","RPS2"
"ENSG00000182326",0.641237698285106,"TN","C1S"
"ENSG00000104660",0.640509071431324,"TN","LEPROTL1"
"ENSG00000185651",0.639926675136338,"TN","UBE2L3"
"ENSG00000197535",0.639293221144648,"TN","MYO5A"
"ENSG00000112062",0.638494590467843,"TN","MAPK14"
"ENSG00000165985",0.635914430882504,"TN","C1QL3"
"ENSG00000173209",0.635808036631877,"TN","AHSA2P"
"ENSG00000185070",0.633152450482408,"HER2","FLRT2"
"ENSG00000119927",0.632454586920451,"TN","GPAM"
"ENSG00000145979",0.631651003879408,"LumB","TBC1D7"
"ENSG00000176842",0.628095714467516,"TN","IRX5"
"ENSG00000278224",0.627826795429775,"LumB","PRICKLE4"
"ENSG00000120837",0.627092748536451,"LumB","NFYB"
"ENSG00000162607",0.62569579223517,"HER2","USP1"
"ENSG00000196341",0.625209647940802,"TN","OR8D1"
"ENSG00000283117",0.624365282318657,"TN","MGC4859"
"ENSG00000232517",0.624229245369326,"TN","CSPG4BP"
"ENSG00000255087",0.624075532613764,"TN","LOC101929473"
"ENSG00000109685",0.623387491367019,"TN","NSD2"
"ENSG00000163382",0.621677382424494,"LumB","NAXE"
"ENSG00000126883",0.619482281638205,"TN","NUP214"
"ENSG00000119487",0.619030234685289,"LumB","MAPKAP1"
"ENSG00000164587",0.617161228913141,"TN","RPS14"
"ENSG00000120314",0.616119836423503,"LumB","WDR55"
"ENSG00000157538",0.614791184005096,"TN","VPS26C"
"ENSG00000140538",0.613311112843087,"TN","NTRK3"
"ENSG00000204560",0.613027507401336,"TN","DHX16"
"ENSG00000164116",0.612440713059541,"LumB","GUCY1A1"
"ENSG00000136152",0.610667255301886,"TN","COG3"
"ENSG00000213949",0.610405048868082,"LumB","ITGA1"
"ENSG00000075790",0.609764707910674,"LumB","BCAP29"
"ENSG00000198862",0.608242082358285,"TN","LTN1"
"ENSG00000234312",0.607585095431412,"TN","SAPCD2P4"
"ENSG00000274012",0.606548675098271,"TN","RN7SL2"
"ENSG00000280927",0.606251149484987,"TN","CTBP1-AS"
"ENSG00000248487",0.60621203107216,"TN","ABHD14A"
"ENSG00000110844",0.604671935365488,"LumB","PRPF40B"
"ENSG00000180596",0.604385497262343,"LumB","H2BC4"
"ENSG00000187908",0.602841675279631,"TN","DMBT1"
"ENSG00000055917",0.601532009492809,"TN","PUM2"
"ENSG00000249853",0.595511510405266,"LumB","HS3ST5"
"ENSG00000187555",0.59447104472307,"TN","USP7"
"ENSG00000157259",0.594038450685014,"TN","GATAD1"
"ENSG00000156140",0.59285175461504,"LumB","ADAMTS3"
"ENSG00000127666",0.591781219859161,"LumB","TICAM1"
"ENSG00000188312",0.590430126748624,"TN","CENPP"
"ENSG00000139668",0.587050089895281,"TN","WDFY2"
"ENSG00000211451",0.583437167496541,"LumB","GNRHR2"
"ENSG00000254166",0.582864794909357,"TN","PCAT2"
"ENSG00000102309",0.580859194608549,"LumB","PIN4"
"ENSG00000042832",0.579879743322663,"TN","TG"
"ENSG00000169635",0.579720981070834,"LumB","HIC2"
"ENSG00000169635",0.574976307987693,"TN","HIC2"
"ENSG00000042832",0.574817095620825,"LumB","TG"
"ENSG00000102309",0.57383422065239,"TN","PIN4"
"ENSG00000254166",0.571818129994599,"HER2","PCAT2"
"ENSG00000211451",0.571241904158163,"TN","GNRHR2"
"ENSG00000139668",0.567595819951973,"LumB","WDFY2"
"ENSG00000188312",0.564170879651697,"LumB","CENPP"
"ENSG00000127666",0.562798065241173,"TN","TICAM1"
"ENSG00000156140",0.561708784495277,"TN","ADAMTS3"
"ENSG00000157259",0.560499718664452,"LumB","GATAD1"
"ENSG00000187555",0.560058553635375,"LumB","USP7"
"ENSG00000249853",0.558996560657166,"TN","HS3ST5"
"ENSG00000055917",0.552826070642453,"HER2","PUM2"
"ENSG00000187908",0.551478005078086,"LumB","DMBT1"
"ENSG00000180596",0.549886254762417,"TN","H2BC4"
"ENSG00000110844",0.549590606580564,"TN","PRPF40B"
"ENSG00000248487",0.54799928349426,"LumB","ABHD14A"
"ENSG00000280927",0.547958826366527,"LumB","CTBP1-AS"
"ENSG00000274012",0.547651057860121,"LumB","RN7SL2"
"ENSG00000234312",0.546578114911599,"LumB","SAPCD2P4"
"ENSG00000198862",0.545897297997339,"LumB","LTN1"
"ENSG00000075790",0.544317416852427,"TN","BCAP29"
"ENSG00000213949",0.543652149369,"TN","ITGA1"
"ENSG00000136152",0.543379590978616,"LumB","COG3"
"ENSG00000164116",0.541533900162782,"TN","GUCY1A1"
"ENSG00000204560",0.540922353847848,"LumB","DHX16"
"ENSG00000140538",0.540626633375563,"HER2","NTRK3"
"ENSG00000157538",0.539081726094168,"LumB","VPS26C"
"ENSG00000120314",0.537692563531049,"TN","WDR55"
"ENSG00000164587",0.536602213779318,"LumB","RPS14"
"ENSG00000119487",0.534641963068997,"TN","MAPKAP1"
"ENSG00000126883",0.534167193689002,"HER2","NUP214"
"ENSG00000163382",0.531858125048722,"TN","NAXE"
"ENSG00000109685",0.530055045052392,"HER2","NSD2"
"ENSG00000255087",0.529328561278572,"HER2","LOC101929473"
"ENSG00000232517",0.529166178783688,"HER2","CSPG4BP"
"ENSG00000283117",0.529022444224942,"LumB","MGC4859"
"ENSG00000196341",0.528129778678558,"HER2","OR8D1"
"ENSG00000162607",0.527615417587661,"TN","USP1"
"ENSG00000120837",0.526135716495743,"TN","NFYB"
"ENSG00000278224",0.525357200009878,"TN","PRICKLE4"
"ENSG00000176842",0.525071818438703,"LumB","IRX5"
"ENSG00000145979",0.521290234965057,"TN","TBC1D7"
"ENSG00000119927",0.520433268902111,"LumB","GPAM"
"ENSG00000185070",0.519688374533348,"TN","FLRT2"
"ENSG00000173209",0.516848103823166,"LumB","AHSA2P"
"ENSG00000165985",0.516734121189563,"HER2","C1QL3"
"ENSG00000112062",0.513965458783608,"HER2","MAPK14"
"ENSG00000197535",0.513106734091553,"HER2","MYO5A"
"ENSG00000185651",0.512425026019834,"LumB","UBE2L3"
"ENSG00000104660",0.511797804621554,"HER2","LEPROTL1"
"ENSG00000182326",0.511012475858805,"LumB","C1S"
"ENSG00000140988",0.510447909007446,"LumB","RPS2"
"ENSG00000171004",0.51044248081512,"TN","HS6ST2"
"ENSG00000113119",0.508861324462387,"LumB","TMCO6"
"ENSG00000174175",0.508663383705233,"LumB","SELP"
"ENSG00000140525",0.508645716379808,"LumB","FANCI"
"ENSG00000246777",0.507777840416681,"LumB","DYNC1LI2-DT"
"ENSG00000104904",0.506117834481256,"TN","OAZ1"
"ENSG00000205899",0.505138192219658,"LumB","BHLHA9"
"ENSG00000110011",0.502285259910952,"LumB","DNAJC4"
"ENSG00000148719",0.501570712888679,"LumB","DNAJB12"
"ENSG00000182718",0.501536411853961,"LumB","ANXA2"
"ENSG00000172264",0.499262618042521,"LumB","MACROD2"
"ENSG00000251562",0.498761677616333,"LumB","MALAT1"
"ENSG00000147443",0.498405353307865,"LumB","DOK2"
"ENSG00000266086",0.498297941125816,"LumB","SRSF1"
"ENSG00000137331",0.49819452116802,"TN","IER3"
"ENSG00000184083",0.497609338930416,"TN","FAM120C"
