"genes","value","phenotype","symbol"
"ENSG00000114423",-0.915444978222631,"LumB","CBLB"
"ENSG00000181722",-0.915511498545468,"LumB","ZBTB20"
"ENSG00000145715",-0.915524356871399,"TN","RASA1"
"ENSG00000133943",-0.916410607595699,"LumB","DGLUCY"
"ENSG00000158373",-0.917375976959899,"HER2","H2BC5"
"ENSG00000110619",-0.917385215683371,"HER2","CARS1"
"ENSG00000100024",-0.917486607630731,"HER2","UPB1"
"ENSG00000012817",-0.918068229645475,"HER2","KDM5D"
"ENSG00000121413",-0.918631354693345,"HER2","ZSCAN18"
"ENSG00000111671",-0.918636543931048,"HER2","SPSB2"
"ENSG00000170423",-0.918940526191886,"HER2","KRT78"
"ENSG00000247556",-0.918971834986146,"HER2","OIP5-AS1"
"ENSG00000130775",-0.919021630766082,"HER2","THEMIS2"
"ENSG00000205084",-0.919491195425485,"HER2","TMEM231"
"ENSG00000171804",-0.9198248423581,"LumB","WDR87"
"ENSG00000171724",-0.920564027750021,"LumB","VAT1L"
"ENSG00000164941",-0.920743771032038,"LumB","INTS8"
"ENSG00000285569",-0.920953166635707,"HER2","LOC105373429"
"ENSG00000124374",-0.921265104240358,"HER2","PAIP2B"
"ENSG00000186300",-0.921527811760122,"LumB","ZNF555"
"ENSG00000011275",-0.922716181079136,"LumB","RNF216"
"ENSG00000147324",-0.92274486416696,"HER2","MFHAS1"
"ENSG00000018510",-0.922894746623228,"HER2","AGPS"
"ENSG00000105576",-0.922986675959377,"HER2","TNPO2"
"ENSG00000125386",-0.92417397955686,"LumB","FAM193A"
"ENSG00000112159",-0.924276648282107,"LumB","MDN1"
"ENSG00000258738",-0.924851713376688,"HER2","BAZ1A-AS1"
"ENSG00000112414",-0.924952803414873,"LumB","ADGRG6"
"ENSG00000105639",-0.925190242120183,"HER2","JAK3"
"ENSG00000074657",-0.925278948231013,"HER2","ZNF532"
"ENSG00000152910",-0.925408627968962,"HER2","CNTNAP4"
"ENSG00000213468",-0.926218846543119,"HER2","FIRRE"
"ENSG00000230044",-0.926385569448835,"HER2","CDK8P1"
"ENSG00000105323",-0.926535755262947,"HER2","HNRNPUL1"
"ENSG00000215397",-0.926873017381271,"LumB","SCRT2"
"ENSG00000087111",-0.926985022577549,"HER2","PIGS"
"ENSG00000141068",-0.927284404930983,"LumB","KSR1"
"ENSG00000132274",-0.928058272204459,"LumB","TRIM22"
"ENSG00000121579",-0.928534411885991,"HER2","NAA50"
"ENSG00000107742",-0.928823980345747,"HER2","SPOCK2"
"ENSG00000160710",-0.929319831033917,"LumB","ADAR"
"ENSG00000164329",-0.929417140323342,"HER2","TENT2"
"ENSG00000115944",-0.929592563208513,"HER2","COX7A2L"
"ENSG00000167208",-0.929901420242791,"HER2","SNX20"
"ENSG00000168263",-0.930170084367871,"LumB","KCNV2"
"ENSG00000182670",-0.930271700570812,"LumB","TTC3"
"ENSG00000178538",-0.930438142837128,"LumB","CA8"
"ENSG00000170832",-0.930563759886223,"HER2","USP32"
"ENSG00000108788",-0.930816017307754,"HER2","MLX"
"ENSG00000111913",-0.930951245807857,"LumB","RIPOR2"
"ENSG00000106351",-0.930992183167552,"LumB","AGFG2"
"ENSG00000144730",-0.931001821676622,"LumB","IL17RD"
"ENSG00000174004",-0.931020051124575,"HER2","NRROS"
"ENSG00000197857",-0.931695004677565,"LumB","ZNF44"
"ENSG00000229852",-0.93170291215584,"HER2","LOC122539212"
"ENSG00000085831",-0.931705742035748,"HER2","TTC39A"
"ENSG00000163704",-0.932229781753961,"HER2","PRRT3"
"ENSG00000112972",-0.932257283544744,"LumB","HMGCS1"
"ENSG00000140009",-0.932422559523597,"LumB","ESR2"
"ENSG00000146856",-0.93292791259044,"LumB","AGBL3"
"ENSG00000138650",-0.932946775451633,"LumB","PCDH10"
"ENSG00000164615",-0.933061673377071,"HER2","CAMLG"
"ENSG00000138079",-0.933071427070921,"LumB","SLC3A1"
"ENSG00000001460",-0.933262403410184,"HER2","STPG1"
"ENSG00000175264",-0.934038954215311,"HER2","CHST1"
"ENSG00000119630",-0.934530940587942,"HER2","PGF"
"ENSG00000184730",-0.935734013222698,"HER2","APOBR"
"ENSG00000180316",-0.935816467419424,"LumB","PNPLA1"
"ENSG00000072274",-0.935962485191981,"HER2","TFRC"
"ENSG00000166206",-0.936173547046093,"HER2","GABRB3"
"ENSG00000068912",-0.936570793157157,"LumB","ERLEC1"
"ENSG00000166169",-0.93705643513222,"HER2","POLL"
"ENSG00000197302",-0.937230922568452,"LumB","KRBOX5"
"ENSG00000205592",-0.937466913927749,"LumB","MUC19"
"ENSG00000029725",-0.938042767039137,"HER2","RABEP1"
"ENSG00000102908",-0.93805420203807,"HER2","NFAT5"
"ENSG00000087245",-0.938163177877853,"LumB","MMP2"
"ENSG00000170390",-0.938168222288997,"HER2","DCLK2"
"ENSG00000186377",-0.938689505319788,"HER2","CYP4X1"
"ENSG00000196526",-0.938714389827994,"HER2","AFAP1"
"ENSG00000003402",-0.938722443245207,"HER2","CFLAR"
"ENSG00000090975",-0.938848551206255,"LumB","PITPNM2"
"ENSG00000164100",-0.939047628896463,"HER2","NDST3"
"ENSG00000165409",-0.939186696233227,"HER2","TSHR"
"ENSG00000105523",-0.939588082218643,"HER2","FAM83E"
"ENSG00000136997",-0.939815741159078,"LumB","MYC"
"ENSG00000128513",-0.940592356360314,"HER2","POT1"
"ENSG00000091409",-0.940629878954243,"HER2","ITGA6"
"ENSG00000080839",-0.940689646746209,"HER2","RBL1"
"ENSG00000204301",-0.940802075951311,"HER2","NOTCH4"
"ENSG00000184260",-0.941268856819098,"HER2","H2AC20"
"ENSG00000166747",-0.941341481986176,"HER2","AP1G1"
"ENSG00000205060",-0.941455714153619,"HER2","SLC35B4"
"ENSG00000117335",-0.941959112609573,"LumB","CD46"
"ENSG00000153310",-0.942282871810277,"LumB","CYRIB"
"ENSG00000187837",-0.942730701359574,"HER2","H1-2"
"ENSG00000204394",-0.94279497188083,"HER2","VARS1"
"ENSG00000103528",-0.94310175964733,"HER2","SYT17"
"ENSG00000158856",-0.943166847572372,"HER2","DMTN"
"ENSG00000167346",-0.943266008572657,"HER2","MMP26"
"ENSG00000164975",-0.943339330793609,"HER2","SNAPC3"
"ENSG00000228021",-0.943614151789046,"LumB","LOC283038"
"ENSG00000130177",-0.944254163553669,"LumB","CDC16"
"ENSG00000075975",-0.944999862467209,"HER2","MKRN2"
"ENSG00000172531",-0.945409404846402,"HER2","PPP1CA"
"ENSG00000178033",-0.945668163760216,"HER2","CALHM5"
"ENSG00000144935",-0.945679584082886,"HER2","TRPC1"
"ENSG00000133065",-0.945808062191121,"HER2","SLC41A1"
"ENSG00000165795",-0.945932546844573,"LumB","NDRG2"
"ENSG00000085063",-0.945979060877505,"HER2","CD59"
"ENSG00000215256",-0.946028179476612,"LumB","DHRS4-AS1"
"ENSG00000070882",-0.946081255969623,"LumB","OSBPL3"
"ENSG00000230087",-0.946149067514542,"HER2","LOC100418885"
"ENSG00000168916",-0.946376703916007,"HER2","ZNF608"
"ENSG00000247081",-0.946768280811356,"LumB","LOC105369147"
"ENSG00000160445",-0.946917461979519,"HER2","ZER1"
"ENSG00000138757",-0.947101024832548,"HER2","G3BP2"
"ENSG00000163349",-0.947174587733265,"HER2","HIPK1"
"ENSG00000122034",-0.947234050620465,"HER2","GTF3A"
"ENSG00000154237",-0.947433021139179,"HER2","LRRK1"
"ENSG00000135040",-0.947457772538254,"LumB","NAA35"
"ENSG00000165119",-0.947553257398247,"HER2","HNRNPK"
"ENSG00000181215",-0.947930910629807,"LumB","C4orf50"
"ENSG00000102900",-0.948884243954781,"HER2","NUP93"
"ENSG00000160179",-0.948905081555846,"HER2","ABCG1"
"ENSG00000085511",-0.949023249158455,"HER2","MAP3K4"
"ENSG00000196876",-0.949165706745381,"LumB","SCN8A"
"ENSG00000273559",-0.949189451306478,"HER2","CWC25"
"ENSG00000083635",-0.949370652846014,"LumB","NUFIP1"
"ENSG00000143199",-0.949783663980011,"LumB","ADCY10"
"ENSG00000097021",-0.950104564641948,"LumB","ACOT7"
"ENSG00000114270",-0.950647045726454,"HER2","COL7A1"
"ENSG00000112139",-0.951109273194697,"HER2","MDGA1"
"ENSG00000145687",-0.951588114187791,"HER2","SSBP2"
"ENSG00000166415",-0.951625406836251,"LumB","WDR72"
"ENSG00000101452",-0.951646347106037,"LumB","DHX35"
"ENSG00000183023",-0.951697268707923,"LumB","SLC8A1"
"ENSG00000156299",-0.951855986875155,"HER2","TIAM1"
"ENSG00000155506",-0.952137505233351,"HER2","LARP1"
"ENSG00000116641",-0.952202459076057,"HER2","DOCK7"
"ENSG00000148606",-0.952711683347293,"HER2","POLR3A"
"ENSG00000121775",-0.952727922455214,"HER2","TMEM39B"
"ENSG00000239900",-0.952794304667872,"LumB","ADSL"
"ENSG00000188938",-0.952894869337918,"HER2","FAM120AOS"
"ENSG00000117724",-0.953053104252892,"HER2","CENPF"
"ENSG00000101856",-0.953266328596737,"HER2","PGRMC1"
"ENSG00000181555",-0.953930975409607,"LumB","SETD2"
"ENSG00000238901",-0.954197883053932,"HER2","LOC124902081"
"ENSG00000067208",-0.954271103620246,"HER2","EVI5"
"ENSG00000174748",-0.954331370068933,"LumB","RPL15"
"ENSG00000073464",-0.955741748503069,"LumB","CLCN4"
"ENSG00000173457",-0.955787953737269,"HER2","PPP1R14B"
"ENSG00000121068",-0.956054042821813,"HER2","TBX2"
"ENSG00000106638",-0.956503668013186,"HER2","TBL2"
"ENSG00000160305",-0.956637195714698,"LumB","DIP2A"
"ENSG00000167671",-0.95716867569392,"HER2","UBXN6"
"ENSG00000204764",-0.95727825581772,"HER2","RANBP17"
"ENSG00000123104",-0.957499564934679,"HER2","ITPR2"
"ENSG00000257727",-0.95755286808488,"HER2","CNPY2"
"ENSG00000050748",-0.957609804072018,"HER2","MAPK9"
"ENSG00000167720",-0.95772919892187,"HER2","SRR"
"ENSG00000182366",-0.958006089871128,"HER2","FAM87A"
"ENSG00000059804",-0.958318751737368,"LumB","SLC2A3"
"ENSG00000123560",-0.958709618406557,"HER2","PLP1"
"ENSG00000116191",-0.958732948845425,"LumB","RALGPS2"
"ENSG00000089127",-0.959160535427676,"HER2","OAS1"
"ENSG00000142233",-0.95964465934699,"HER2","NTN5"
"ENSG00000108262",-0.959846648730217,"LumB","GIT1"
"ENSG00000186409",-0.960103946726773,"HER2","CCDC30"
"ENSG00000070367",-0.960126843300404,"LumB","EXOC5"
"ENSG00000011143",-0.960162122835241,"HER2","MKS1"
"ENSG00000177181",-0.960345050547611,"HER2","RIMKLA"
"ENSG00000172782",-0.960726216682643,"HER2","FADS6"
"ENSG00000103657",-0.961102870661121,"HER2","HERC1"
"ENSG00000026025",-0.961945155345105,"HER2","VIM"
"ENSG00000135931",-0.962278382495218,"LumB","ARMC9"
"ENSG00000265491",-0.962663103265357,"HER2","RNF115"
"ENSG00000224957",-0.962811781136619,"LumB","LINC01266"
"ENSG00000255559",-0.963051984049398,"HER2","ZNF252P-AS1"
"ENSG00000143398",-0.963169267007735,"HER2","PIP5K1A"
"ENSG00000286177",-0.963649866694283,"HER2","LOC105372401"
"ENSG00000158195",-0.964104297751946,"HER2","WASF2"
"ENSG00000128422",-0.964635936098237,"HER2","KRT17"
"ENSG00000101276",-0.964995175788892,"HER2","SLC52A3"
"ENSG00000118257",-0.965049104689711,"HER2","NRP2"
"ENSG00000166313",-0.965063412869076,"HER2","APBB1"
"ENSG00000150753",-0.965387114588873,"HER2","CCT5"
"ENSG00000163833",-0.965615487767366,"LumB","FBXO40"
"ENSG00000123388",-0.965880362986692,"HER2","HOXC11"
"ENSG00000204922",-0.966001379188581,"HER2","UQCC3"
"ENSG00000196236",-0.966016368264308,"HER2","XPNPEP3"
"ENSG00000172273",-0.966155470991258,"HER2","HINFP"
"ENSG00000118971",-0.966155592086027,"LumB","CCND2"
"ENSG00000290846",-0.966193545272591,"HER2","LOC107985911"
"ENSG00000153902",-0.96623926153211,"HER2","LGI4"
"ENSG00000133812",-0.967003970021813,"HER2","SBF2"
"ENSG00000156413",-0.967211358292027,"HER2","FUT6"
"ENSG00000175567",-0.967572246654688,"HER2","UCP2"
"ENSG00000162368",-0.968269335061413,"HER2","CMPK1"
"ENSG00000291136",-0.968606586971827,"LumB","RABGEF1P1"
"ENSG00000291281",-0.968899659160743,"HER2","COL6A4P1"
"ENSG00000160714",-0.969345885453839,"HER2","UBE2Q1"
"ENSG00000213341",-0.969494867067354,"HER2","CHUK"
"ENSG00000224184",-0.969678718051054,"LumB","MIR3681HG"
"ENSG00000167522",-0.970156574428903,"HER2","ANKRD11"
"ENSG00000143476",-0.970556844035419,"LumB","DTL"
"ENSG00000145901",-0.971162050287454,"LumB","TNIP1"
"ENSG00000106246",-0.971387015363014,"HER2","PTCD1"
"ENSG00000172476",-0.972127013498946,"HER2","RAB40A"
"ENSG00000140937",-0.97256478828969,"LumB","CDH11"
"ENSG00000116791",-0.972665437646535,"LumB","CRYZ"
"ENSG00000165912",-0.972880465593955,"HER2","PACSIN3"
"ENSG00000121904",-0.972888861766295,"HER2","CSMD2"
"ENSG00000140391",-0.972914095798872,"LumB","TSPAN3"
"ENSG00000170471",-0.973057962133072,"LumB","RALGAPB"
"ENSG00000091844",-0.973142568076896,"LumB","RGS17"
"ENSG00000159363",-0.973177144412287,"LumB","ATP13A2"
"ENSG00000093072",-0.973631512507919,"HER2","ADA2"
"ENSG00000158220",-0.973664606989664,"HER2","ESYT3"
"ENSG00000103494",-0.974216448638425,"LumB","RPGRIP1L"
"ENSG00000138207",-0.974274462566513,"HER2","RBP4"
"ENSG00000276966",-0.974753254279043,"HER2","H4C5"
"ENSG00000150961",-0.974938888767678,"LumB","SEC24D"
"ENSG00000281706",-0.975274101703817,"HER2","LINC01012"
"ENSG00000162241",-0.975527215385407,"HER2","SLC25A45"
"ENSG00000163635",-0.975931037367873,"LumB","ATXN7"
"ENSG00000154310",-0.976256642255624,"LumB","TNIK"
"ENSG00000135932",-0.976325125235142,"HER2","CAB39"
"ENSG00000156265",-0.976718896028647,"HER2","MAP3K7CL"
"ENSG00000167995",-0.97699899738207,"HER2","BEST1"
"ENSG00000146535",-0.977071227850486,"LumB","GNA12"
"ENSG00000135424",-0.977373877985247,"HER2","ITGA7"
"ENSG00000198003",-0.977454675745055,"HER2","ODAD3"
"ENSG00000100030",-0.978241098918089,"HER2","MAPK1"
"ENSG00000069966",-0.978395331081855,"HER2","GNB5"
"ENSG00000149295",-0.978441627378598,"HER2","DRD2"
"ENSG00000119977",-0.978477748396303,"HER2","TCTN3"
"ENSG00000225791",-0.979137931231845,"HER2","TRAM2-AS1"
"ENSG00000176230",-0.979358299825842,"HER2","OR4K17"
"ENSG00000111331",-0.979413057133514,"HER2","OAS3"
"ENSG00000109111",-0.979501653659609,"LumB","SUPT6H"
"ENSG00000257337",-0.979629280553011,"HER2","TNS2-AS1"
"ENSG00000113249",-0.979711983261819,"LumB","HAVCR1"
"ENSG00000129514",-0.97972980207062,"HER2","FOXA1"
"ENSG00000156802",-0.979941340215889,"LumB","ATAD2"
"ENSG00000100150",-0.979999503889248,"HER2","DEPDC5"
"ENSG00000237125",-0.980149396151948,"LumB","HAND2-AS1"
"ENSG00000134072",-0.980531573302863,"HER2","CAMK1"
"ENSG00000258334",-0.980879939588186,"HER2","TROAP-AS1"
"ENSG00000148926",-0.980952816848416,"HER2","ADM"
"ENSG00000040199",-0.981121986613633,"HER2","PHLPP2"
"ENSG00000116750",-0.981662324437364,"HER2","UCHL5"
"ENSG00000148634",-0.981749459755218,"HER2","HERC4"
"ENSG00000125746",-0.981774316158713,"HER2","EML2"
"ENSG00000131914",-0.981846499796932,"HER2","LIN28A"
"ENSG00000133401",-0.98212261493013,"LumB","PDZD2"
"ENSG00000169760",-0.982517079957671,"HER2","NLGN1"
"ENSG00000268388",-0.982670977381812,"LumB","FENDRR"
"ENSG00000086619",-0.983736371829929,"LumB","ERO1B"
"ENSG00000171475",-0.983925744521439,"LumB","WIPF2"
"ENSG00000166147",-0.984015957785319,"LumB","FBN1"
"ENSG00000111344",-0.984185190181454,"LumB","RASAL1"
"ENSG00000163251",-0.984208887553736,"LumB","FZD5"
"ENSG00000095066",-0.985532124022537,"HER2","HOOK2"
"ENSG00000113649",-0.985564501126682,"LumB","TCERG1"
"ENSG00000171552",-0.98632017379013,"HER2","BCL2L1"
"ENSG00000143842",-0.98657640987671,"LumB","SOX13"
"ENSG00000051382",-0.986665132205764,"HER2","PIK3CB"
"ENSG00000111348",-0.986708640950797,"HER2","ARHGDIB"
"ENSG00000087274",-0.98748860712906,"HER2","ADD1"
"ENSG00000100083",-0.987555412325891,"LumB","GGA1"
"ENSG00000100299",-0.987581909580729,"LumB","ARSA"
"ENSG00000122741",-0.987727166191882,"HER2","DCAF10"
"ENSG00000168675",-0.98784743349333,"LumB","LDLRAD4"
"ENSG00000100852",-0.988747664244989,"HER2","ARHGAP5"
"ENSG00000123416",-0.98880344538081,"HER2","TUBA1B"
"ENSG00000164638",-0.98911737340935,"HER2","SLC29A4"
"ENSG00000122483",-0.989223451821173,"HER2","CCDC18"
"ENSG00000010361",-0.989257233740117,"HER2","FUZ"
"ENSG00000224281",-0.989391475280966,"LumB","SLC25A5-AS1"
"ENSG00000132676",-0.989410336299173,"HER2","DAP3"
"ENSG00000123119",-0.98955604620166,"HER2","NECAB1"
"ENSG00000137274",-0.989787371403672,"HER2","BPHL"
"ENSG00000129682",-0.98983439294906,"LumB","FGF13"
"ENSG00000140299",-0.990077090289377,"HER2","BNIP2"
"ENSG00000168944",-0.990100587383057,"HER2","CEP120"
"ENSG00000266412",-0.990209268747533,"HER2","NCOA4"
"ENSG00000153944",-0.990215970826876,"LumB","MSI2"
"ENSG00000160741",-0.990421684051348,"HER2","CRTC2"
"ENSG00000079308",-0.99047983279254,"HER2","TNS1"
"ENSG00000186281",-0.990796338674781,"LumB","GPAT2"
"ENSG00000198561",-0.991100401713991,"LumB","CTNND1"
"ENSG00000164171",-0.991261901063023,"LumB","ITGA2"
"ENSG00000117899",-0.991385613079354,"LumB","MESD"
"ENSG00000197299",-0.991582014276762,"HER2","BLM"
"ENSG00000119335",-0.991710364242238,"HER2","SET"
"ENSG00000196235",-0.992167389438896,"HER2","SUPT5H"
"ENSG00000056972",-0.992753113586933,"LumB","TRAF3IP2"
"ENSG00000230207",-0.992882421972536,"HER2","RPL4P5"
"ENSG00000101194",-0.992892042076099,"LumB","SLC17A9"
"ENSG00000205562",-0.993169551857787,"HER2","FLRT2-AS1"
"ENSG00000112379",-0.993340242157527,"LumB","ARFGEF3"
"ENSG00000173253",-0.993575256221779,"HER2","DMRT2"
"ENSG00000114127",-0.99387924748203,"LumB","XRN1"
"ENSG00000136068",-0.99393995390655,"LumB","FLNB"
"ENSG00000143776",-0.994087427497824,"LumB","CDC42BPA"
"ENSG00000183943",-0.995367393470612,"HER2","PRKX"
"ENSG00000269072",-0.995378493650749,"HER2","LOC101928517"
"ENSG00000149357",-0.995923220329279,"HER2","LAMTOR1"
"ENSG00000066813",-0.995988607494757,"HER2","ACSM2B"
"ENSG00000120733",-0.996001257765882,"HER2","KDM3B"
"ENSG00000184743",-0.99602816572888,"HER2","ATL3"
"ENSG00000141378",-0.996177326545612,"HER2","PTRH2"
"ENSG00000149488",-0.996225180113762,"LumB","TMC2"
"ENSG00000142208",-0.996301180202376,"LumB","AKT1"
"ENSG00000112541",-0.996414473772308,"LumB","PDE10A"
"ENSG00000044446",-0.996625198949339,"HER2","PHKA2"
"ENSG00000115677",-0.996705748183587,"HER2","HDLBP"
"ENSG00000111142",-0.997021364864373,"HER2","METAP2"
"ENSG00000174963",-0.997179294823787,"HER2","ZIC4"
"ENSG00000166439",-0.997535300438806,"HER2","RNF169"
"ENSG00000166450",-0.997651329485862,"LumB","PRTG"
"ENSG00000272668",-0.997715040680379,"HER2","LOC107985216"
"ENSG00000189127",-0.997852851983907,"HER2","ANKRD34B"
"ENSG00000126368",-0.997976405570836,"LumB","NR1D1"
"ENSG00000234777",-0.998462124868557,"LumB","LINC02529"
"ENSG00000286447",-0.999142374587254,"HER2","LOC124909397"
"ENSG00000162849",-0.999743619914647,"LumB","KIF26B"
"ENSG00000100324",-1.0003918449968,"HER2","TAB1"
"ENSG00000111726",-1.00062410626524,"HER2","CMAS"
"ENSG00000132294",-1.00074914274005,"HER2","EFR3A"
"ENSG00000160216",-1.00132530380652,"HER2","AGPAT3"
"ENSG00000113722",-1.0013661949641,"HER2","CDX1"
"ENSG00000135720",-1.00178516901051,"TN","DYNC1LI2"
"ENSG00000141293",-1.00207445581332,"LumB","SKAP1"
"ENSG00000129965",-1.00264440460454,"LumB","INS-IGF2"
"ENSG00000169016",-1.00292675766912,"HER2","E2F6"
"ENSG00000046604",-1.00294981289607,"LumB","DSG2"
"ENSG00000255585",-1.00318631074138,"HER2","LOC651337"
"ENSG00000164346",-1.00319273645397,"HER2","NSA2"
"ENSG00000054938",-1.00322349386496,"LumB","CHRDL2"
"ENSG00000140025",-1.00392132886305,"HER2","EFCAB11"
"ENSG00000182264",-1.00454971631155,"HER2","IZUMO1"
"ENSG00000091972",-1.0046043653562,"LumB","CD200"
"ENSG00000072682",-1.00578042799701,"HER2","P4HA2"
"ENSG00000177000",-1.00589121249841,"LumB","MTHFR"
"ENSG00000198938",-1.00617580728794,"HER2","COX3"
"ENSG00000204348",-1.00714617219619,"HER2","DXO"
"ENSG00000171561",-1.00789141846382,"HER2","OR2AT4"
"ENSG00000100138",-1.00801178580405,"HER2","SNU13"
"ENSG00000180901",-1.00810809784175,"HER2","KCTD2"
"ENSG00000253661",-1.00813979621685,"HER2","ZFHX4-AS1"
"ENSG00000131626",-1.00839974278992,"HER2","PPFIA1"
"ENSG00000147050",-1.00870420053877,"LumB","KDM6A"
"ENSG00000165055",-1.00894630712295,"HER2","METTL2B"
"ENSG00000233757",-1.00910340478387,"LumB","ZNF892"
"ENSG00000196242",-1.00957885455129,"LumB","OR2C3"
"ENSG00000112282",-1.00972290921801,"LumB","MED23"
"ENSG00000181444",-1.01009512070565,"HER2","ZNF467"
"ENSG00000116205",-1.01040299938149,"LumB","TCEANC2"
"ENSG00000166224",-1.01079530793104,"HER2","SGPL1"
"ENSG00000120256",-1.01128583544039,"HER2","LRP11"
"ENSG00000198804",-1.01200299085962,"HER2","COX1"
"ENSG00000137824",-1.01259694532082,"HER2","RMDN3"
"ENSG00000123124",-1.01261641983994,"HER2","WWP1"
"ENSG00000168137",-1.01296995930697,"LumB","SETD5"
"ENSG00000276644",-1.01300418002181,"HER2","DACH1"
"ENSG00000186088",-1.01371339294552,"HER2","GSAP"
"ENSG00000100445",-1.01426040236817,"HER2","SDR39U1"
"ENSG00000141127",-1.01471865227946,"LumB","PRPSAP2"
"ENSG00000148843",-1.014997633759,"HER2","PDCD11"
"ENSG00000203805",-1.01526710585684,"HER2","PLPP4"
"ENSG00000160683",-1.01544276376349,"HER2","CXCR5"
"ENSG00000127564",-1.01559661885146,"LumB","PKMYT1"
"ENSG00000162227",-1.01572470602718,"HER2","TAF6L"
"ENSG00000212719",-1.01582153184943,"HER2","LINC02693"
"ENSG00000119203",-1.01585361803253,"LumB","CPSF3"
"ENSG00000133627",-1.01630071982453,"LumB","ACTR3B"
"ENSG00000014914",-1.01654344414139,"HER2","MTMR11"
"ENSG00000124466",-1.01655099862754,"HER2","LYPD3"
"ENSG00000175164",-1.01683751893456,"HER2","ABO"
"ENSG00000152484",-1.01700561254345,"HER2","USP12"
"ENSG00000138468",-1.01726333836263,"HER2","SENP7"
"ENSG00000175274",-1.01732028258061,"LumB","TP53I11"
"ENSG00000197776",-1.01742214413873,"HER2","KLHDC1"
"ENSG00000115816",-1.01762660399877,"HER2","CEBPZ"
"ENSG00000075213",-1.01808154899433,"LumB","SEMA3A"
"ENSG00000277075",-1.01842691134611,"HER2","H2AC8"
"ENSG00000101577",-1.01853301848778,"HER2","LPIN2"
"ENSG00000115942",-1.01859085824495,"HER2","ORC2"
"ENSG00000065615",-1.01868957093037,"LumB","CYB5R4"
"ENSG00000159110",-1.01953196001573,"LumB","IFNAR2"
"ENSG00000291158",-1.01969150463287,"HER2","LINC00869"
"ENSG00000176092",-1.01999675386172,"HER2","CRYBG2"
"ENSG00000171132",-1.02008600485421,"HER2","PRKCE"
"ENSG00000281376",-1.02010390141203,"HER2","ABALON"
"ENSG00000104093",-1.02026901648938,"HER2","DMXL2"
"ENSG00000178921",-1.02071654159739,"HER2","PFAS"
"ENSG00000111581",-1.02119194791729,"LumB","NUP107"
"ENSG00000131747",-1.02144204320638,"LumB","TOP2A"
"ENSG00000167613",-1.02179108968525,"HER2","LAIR1"
"ENSG00000109189",-1.02221001537634,"HER2","USP46"
"ENSG00000139193",-1.02236083000273,"HER2","CD27"
"ENSG00000176798",-1.02247798384826,"HER2","OR51L1"
"ENSG00000137203",-1.02253757087973,"LumB","TFAP2A"
"ENSG00000125772",-1.02257659063436,"LumB","GPCPD1"
"ENSG00000131650",-1.0227752385493,"HER2","KREMEN2"
"ENSG00000152332",-1.02280838196161,"LumB","UHMK1"
"ENSG00000155463",-1.02317624481809,"HER2","OXA1L"
"ENSG00000130054",-1.02324730084905,"HER2","NALF2"
"ENSG00000144647",-1.02328760669066,"LumB","POMGNT2"
"ENSG00000204296",-1.02336411911606,"LumB","TSBP1"
"ENSG00000155363",-1.02352666533371,"LumB","MOV10"
"ENSG00000002016",-1.02394203102137,"LumB","RAD52"
"ENSG00000151746",-1.02406331711853,"LumB","BICD1"
"ENSG00000160789",-1.02414940692905,"HER2","LMNA"
"ENSG00000123159",-1.02445596578688,"HER2","GIPC1"
"ENSG00000121210",-1.02446578057783,"HER2","TMEM131L"
"ENSG00000139946",-1.02541973417295,"HER2","PELI2"
"ENSG00000196914",-1.02677854758149,"LumB","ARHGEF12"
"ENSG00000288989",-1.02678003224969,"HER2","LOC105376306"
"ENSG00000117984",-1.0268931203761,"HER2","CTSD"
"ENSG00000114416",-1.02715047990226,"LumB","FXR1"
"ENSG00000012061",-1.02722503518762,"HER2","ERCC1"
"ENSG00000138942",-1.02786246536855,"HER2","RNF185"
"ENSG00000102466",-1.02801561230672,"LumB","FGF14"
"ENSG00000152969",-1.02804127149593,"LumB","JAKMIP1"
"ENSG00000126777",-1.02813341836506,"LumB","KTN1"
"ENSG00000133606",-1.02814028460336,"HER2","MKRN1"
"ENSG00000140264",-1.02828482109398,"HER2","SERF2"
"ENSG00000180537",-1.0287942200353,"HER2","RNF182"
"ENSG00000175322",-1.02937732183632,"LumB","ZNF519"
"ENSG00000213281",-1.02943124022294,"HER2","NRAS"
"ENSG00000261359",-1.02986288136789,"HER2","PYCARD-AS1"
"ENSG00000152767",-1.03028562577763,"HER2","FARP1"
"ENSG00000144524",-1.03034233424401,"HER2","COPS7B"
"ENSG00000142856",-1.03078340026589,"HER2","ITGB3BP"
"ENSG00000167186",-1.03093006790106,"HER2","COQ7"
"ENSG00000123505",-1.03096314393724,"HER2","AMD1"
"ENSG00000054793",-1.0315429998737,"HER2","ATP9A"
"ENSG00000127954",-1.03161804006198,"HER2","STEAP4"
"ENSG00000230989",-1.03181636001474,"HER2","HSBP1"
"ENSG00000119392",-1.03191242005594,"HER2","GLE1"
"ENSG00000172809",-1.03209005623613,"LumB","RPL38"
"ENSG00000138162",-1.03209710331496,"LumB","TACC2"
"ENSG00000021776",-1.03216946274118,"LumB","AQR"
"ENSG00000178852",-1.03232440494373,"HER2","EFCAB13"
"ENSG00000091651",-1.03272599734289,"HER2","ORC6"
"ENSG00000137094",-1.03299399058588,"HER2","DNAJB5"
"ENSG00000265972",-1.03306267647259,"LumB","TXNIP"
"ENSG00000154655",-1.03318955308423,"HER2","L3MBTL4"
